"value_numeric","value_nominal","customerid","companyname","country","balance","orderid","orderdate","requireddate","pyear","shippeddate","shipvia","freight","shipname","shipaddress","shipcity","shipregion","shippostalcode","shipcountry","unitprice","quantity","discount","productname","supplierid","categoryid","quantityperunit","p_unitprice","unitsinstock","unitsonorder","reorderlevel","discontinued"
"880","M","URL  ","Gourmet Lanchonetes","Brazil","$1,000.00",10423,"1997-01-23 00:00:00","1997-02-06","1997","1997-02-24",3,"$24.50","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil","$44.00",20,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"691.2","M","MEREP","Mère Paillarde","Canada","$1,000.00",10424,"1997-01-23 00:00:00","1997-02-20","1997","1997-01-27",2,"$370.61","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$14.40",60,"0.2","Steeleye Stout",16,1,"24 - 12 oz bottles","$18.00",20,0,15,0
"8263.36","H","MEREP","Mère Paillarde","Canada","$1,000.00",10424,"1997-01-23 00:00:00","1997-02-20","1997","1997-01-27",2,"$370.61","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$210.80",49,"0.2","Côte de Blaye",18,1,"12 - 75 cl bottles","$348.48",17,0,15,0
"240","M","MEREP","Mère Paillarde","Canada","$1,000.00",10424,"1997-01-23 00:00:00","1997-02-20","1997","1997-01-27",2,"$370.61","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$10.00",30,"0.2","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"144","L","LAMAI","La maison d'Asie","France","$1,000.00",10425,"1997-01-24 00:00:00","1997-02-21","1997","1997-02-14",2,"$7.93","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","$19.20",10,"0.25","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"216","M","LAMAI","La maison d'Asie","France","$1,000.00",10425,"1997-01-24 00:00:00","1997-02-21","1997","1997-02-14",2,"$7.93","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","$14.40",20,"0.25","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"152","L","GALED","Galería del gastrónomo","Spain","$1,000.00",10426,"1997-01-27 00:00:00","1997-02-24","1997","1997-02-06",1,"$18.69","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",NULL,"8022","Spain","$30.40",5,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"186.2","L","GALED","Galería del gastrónomo","Spain","$1,000.00",10426,"1997-01-27 00:00:00","1997-02-24","1997","1997-02-06",1,"$18.69","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",NULL,"8022","Spain","$26.60",7,"0","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"651","M","PICCO","Piccolo und mehr","Austria","$1,000.00",10427,"1997-01-27 00:00:00","1997-02-24","1997","1997-03-03",2,"$31.29","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria","$18.60",35,"0","Tofu",6,7,"40 - 100 g pkgs.","$23.25",35,0,0,0
"192","L","REGGC","Reggiani Caseifici","Italy","$1,000.00",10428,"1997-01-28 00:00:00","1997-02-25","1997","1997-02-04",1,"$11.09","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$9.60",20,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"520","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10429,"1997-01-29 00:00:00","1997-03-12","1997","1997-02-07",2,"$56.63","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$13.00",40,"0","Valkoinen suklaa",23,3,"12 - 100 g bars","$16.25",65,0,30,0
"921.38","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10429,"1997-01-29 00:00:00","1997-03-12","1997","1997-02-07",2,"$56.63","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$35.10",35,"0.25","Vegie-spread",7,2,"15 - 625 g jars","$43.90",24,0,5,0
"1123.2","M","ERNSH","Ernst Handel","Austria","$1,000.00",10430,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-03",1,"$458.78","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$31.20",45,"0.2","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"400","M","ERNSH","Ernst Handel","Austria","$1,000.00",10430,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-03",1,"$458.78","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$8.00",50,"0","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"912","M","ERNSH","Ernst Handel","Austria","$1,000.00",10430,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-03",1,"$458.78","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$30.40",30,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"2464","H","ERNSH","Ernst Handel","Austria","$1,000.00",10430,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-03",1,"$458.78","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$44.00",70,"0.2","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"1170","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10431,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-07",2,"$44.17","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$31.20",50,"0.25","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"551.25","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10431,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-07",2,"$44.17","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$14.70",50,"0.25","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"171","L","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10431,"1997-01-30 00:00:00","1997-02-13","1997","1997-02-07",2,"$44.17","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$7.60",30,"0.25","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"249","M","SPLIR","Split Rail Beer & Ale","USA","$1,000.00",10432,"1997-01-31 00:00:00","1997-02-14","1997","1997-02-07",2,"$4.34","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","$24.90",10,"0","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
"236","M","SPLIR","Split Rail Beer & Ale","USA","$1,000.00",10432,"1997-01-31 00:00:00","1997-02-14","1997","1997-02-07",2,"$4.34","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","$5.90",40,"0","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"851.2","M","PRINI","Princesa Isabel Vinhos","Portugal","$1,000.00",10433,"1997-02-03 00:00:00","1997-03-03","1997","1997-03-04",3,"$73.83","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",NULL,"1756","Portugal","$30.40",28,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"100.8","L","FOLKO","Folk och fä HB","Sweden","$1,000.00",10434,"1997-02-03 00:00:00","1997-03-03","1997","1997-02-13",2,"$17.92","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$16.80",6,"0","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"220.32","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10434,"1997-02-03 00:00:00","1997-03-03","1997","1997-02-13",2,"$17.92","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$14.40",18,"0.15","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"152","L","CONSH","Consolidated Holdings","UK","$1,000.00",10435,"1997-02-04 00:00:00","1997-03-18","1997","1997-02-07",2,"$9.21","Consolidated Holdings","Berkeley Gardens 12  Brewery","London",NULL,"WX1 6LT","UK","$15.20",10,"0","Chang",1,1,"24 - 12 oz bottles","$19.00",17,40,25,0
"201.6","M","CONSH","Consolidated Holdings","UK","$1,000.00",10435,"1997-02-04 00:00:00","1997-03-18","1997","1997-02-07",2,"$9.21","Consolidated Holdings","Berkeley Gardens 12  Brewery","London",NULL,"WX1 6LT","UK","$16.80",12,"0","Gustaf's Knäckebröd",9,5,"24 - 500 g pkgs.","$21.00",104,0,25,0
"278","M","CONSH","Consolidated Holdings","UK","$1,000.00",10435,"1997-02-04 00:00:00","1997-03-18","1997","1997-02-07",2,"$9.21","Consolidated Holdings","Berkeley Gardens 12  Brewery","London",NULL,"WX1 6LT","UK","$27.80",10,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"48","L","BLONP","Blondesddsl père et fils","France","$1,000.00",10436,"1997-02-05 00:00:00","1997-03-05","1997","1997-02-11",2,"$156.66","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$9.60",5,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"1094.4","M","BLONP","Blondesddsl père et fils","France","$1,000.00",10436,"1997-02-05 00:00:00","1997-03-05","1997","1997-02-11",2,"$156.66","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$30.40",40,"0.1","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"718.2","M","BLONP","Blondesddsl père et fils","France","$1,000.00",10436,"1997-02-05 00:00:00","1997-03-05","1997","1997-02-11",2,"$156.66","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$26.60",30,"0.1","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"133.92","L","BLONP","Blondesddsl père et fils","France","$1,000.00",10436,"1997-02-05 00:00:00","1997-03-05","1997","1997-02-11",2,"$156.66","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$6.20",24,"0.1","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"393","M","WARTH","Wartian Herkku","Finland","$1,000.00",10437,"1997-02-05 00:00:00","1997-03-05","1997","1997-02-12",1,"$19.97","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland","$26.20",15,"0","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"87.6","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10438,"1997-02-06 00:00:00","1997-03-06","1997","1997-02-14",2,"$8.24","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$7.30",15,"0.2","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"179.2","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10438,"1997-02-06 00:00:00","1997-03-06","1997","1997-02-14",2,"$8.24","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$11.20",20,"0.2","Sasquatch Ale",16,1,"24 - 12 oz bottles","$14.00",111,0,15,0
"187.2","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10438,"1997-02-06 00:00:00","1997-03-06","1997","1997-02-14",2,"$8.24","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$15.60",15,"0.2","Ravioli Angelo",26,5,"24 - 250 g pkgs.","$19.50",36,0,20,0
"456","M","MEREP","Mère Paillarde","Canada","$1,000.00",10439,"1997-02-07 00:00:00","1997-03-07","1997","1997-02-10",3,"$4.07","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$30.40",15,"0","Queso Manchego La Pastora",5,4,"10 - 500 g pkgs.","$38.00",86,0,0,0
"222.4","M","MEREP","Mère Paillarde","Canada","$1,000.00",10439,"1997-02-07 00:00:00","1997-03-07","1997","1997-02-10",3,"$4.07","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$13.90",16,"0","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"159.6","L","MEREP","Mère Paillarde","Canada","$1,000.00",10439,"1997-02-07 00:00:00","1997-03-07","1997","1997-02-10",3,"$4.07","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$26.60",6,"0","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"240","M","MEREP","Mère Paillarde","Canada","$1,000.00",10439,"1997-02-07 00:00:00","1997-03-07","1997","1997-02-10",3,"$4.07","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","$8.00",30,"0","Longlife Tofu",4,7,"5 kg pkg.","$10.00",4,20,5,0
"581.4","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10440,"1997-02-10 00:00:00","1997-03-10","1997","1997-02-28",2,"$86.53","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$15.20",45,"0.15","Chang",1,1,"24 - 12 oz bottles","$19.00",17,40,25,0
"578.94","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10440,"1997-02-10 00:00:00","1997-03-10","1997","1997-02-28",2,"$86.53","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$13.90",49,"0.15","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"2019.6","H","SAVEA","Save-a-lot Markets","USA","$1,000.00",10440,"1997-02-10 00:00:00","1997-03-10","1997","1997-02-28",2,"$86.53","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$99.00",24,"0.15","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"1744.2","H","SAVEA","Save-a-lot Markets","USA","$1,000.00",10440,"1997-02-10 00:00:00","1997-03-10","1997","1997-02-28",2,"$86.53","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$22.80",90,"0.15","Sirop d'érable",29,2,"24 - 500 ml bottles","$28.50",113,0,25,0
"1755","H","OLDWO","Old World Delicatessen","USA","$1,000.00",10441,"1997-02-10 00:00:00","1997-03-24","1997","1997-03-14",2,"$73.02","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$35.10",50,"0","Schoggi Schokolade",11,3,"100 - 100 g pieces","$43.90",49,0,30,0
"504","M","ERNSH","Ernst Handel","Austria","$1,000.00",10442,"1997-02-11 00:00:00","1997-03-11","1997","1997-02-18",2,"$47.94","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$16.80",30,"0","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"472","M","ERNSH","Ernst Handel","Austria","$1,000.00",10442,"1997-02-11 00:00:00","1997-03-11","1997","1997-02-18",2,"$47.94","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$5.90",80,"0","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"816","M","ERNSH","Ernst Handel","Austria","$1,000.00",10442,"1997-02-11 00:00:00","1997-03-11","1997","1997-02-18",2,"$47.94","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$13.60",60,"0","Louisiana Hot Spiced Okra",2,2,"24 - 8 oz jars","$17.00",4,100,20,0
"80.64","L","REGGC","Reggiani Caseifici","Italy","$1,000.00",10443,"1997-02-12 00:00:00","1997-03-12","1997","1997-02-14",1,"$13.95","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$16.80",6,"0.2","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"436.8","M","REGGC","Reggiani Caseifici","Italy","$1,000.00",10443,"1997-02-12 00:00:00","1997-03-12","1997","1997-02-14",1,"$13.95","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$36.40",12,"0","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
"312","M","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10444,"1997-02-12 00:00:00","1997-03-12","1997","1997-02-21",3,"$3.50","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$31.20",10,"0","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"373.5","M","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10444,"1997-02-12 00:00:00","1997-03-12","1997","1997-02-21",3,"$3.50","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$24.90",15,"0","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
"115.2","L","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10444,"1997-02-12 00:00:00","1997-03-12","1997","1997-02-21",3,"$3.50","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$14.40",8,"0","Steeleye Stout",16,1,"24 - 12 oz bottles","$18.00",20,0,15,0
"231","M","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10444,"1997-02-12 00:00:00","1997-03-12","1997","1997-02-21",3,"$3.50","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$7.70",30,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"86.4","L","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10445,"1997-02-13 00:00:00","1997-03-13","1997","1997-02-20",1,"$9.30","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$14.40",6,"0","Chartreuse verte",18,1,"750 cc per bottle","$23.81",69,0,5,0
"88.5","L","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10445,"1997-02-13 00:00:00","1997-03-13","1997","1997-02-20",1,"$9.30","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$5.90",15,"0","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"78.84","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10446,"1997-02-14 00:00:00","1997-03-14","1997","1997-02-19",1,"$14.68","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$7.30",12,"0.1","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"64.8","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10446,"1997-02-14 00:00:00","1997-03-14","1997","1997-02-19",1,"$14.68","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$3.60",20,"0.1","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"27","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10446,"1997-02-14 00:00:00","1997-03-14","1997","1997-02-19",1,"$14.68","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$10.00",3,"0.1","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"75.6","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10446,"1997-02-14 00:00:00","1997-03-14","1997","1997-02-19",1,"$14.68","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$5.60",15,"0.1","Filo Mix",24,5,"16 - 2 kg boxes","$7.00",38,0,25,0
"292","M","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10447,"1997-02-14 00:00:00","1997-03-14","1997","1997-03-07",2,"$68.66","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$7.30",40,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"588","M","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10447,"1997-02-14 00:00:00","1997-03-14","1997","1997-03-07",2,"$68.66","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$16.80",35,"0","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"34.4","L","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10447,"1997-02-14 00:00:00","1997-03-14","1997","1997-03-07",2,"$68.66","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$17.20",2,"0","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"149.4","L","RANCH","Rancho grande","Argentina","$1,000.00",10448,"1997-02-17 00:00:00","1997-03-17","1997","1997-02-24",2,"$38.82","Rancho grande","Av. del Libertador 900","Buenos Aires",NULL,"1010","Argentina","$24.90",6,"0","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
"294","M","RANCH","Rancho grande","Argentina","$1,000.00",10448,"1997-02-17 00:00:00","1997-03-17","1997","1997-02-24",2,"$38.82","Rancho grande","Av. del Libertador 900","Buenos Aires",NULL,"1010","Argentina","$14.70",20,"0","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"347.2","M","BLONP","Blondesddsl père et fils","France","$1,000.00",10449,"1997-02-18 00:00:00","1997-03-18","1997","1997-02-27",2,"$53.30","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$24.80",14,"0","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"112","L","BLONP","Blondesddsl père et fils","France","$1,000.00",10449,"1997-02-18 00:00:00","1997-03-18","1997","1997-02-27",2,"$53.30","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$5.60",20,"0","Filo Mix",24,5,"16 - 2 kg boxes","$7.00",38,0,25,0
"1379","H","BLONP","Blondesddsl père et fils","France","$1,000.00",10449,"1997-02-18 00:00:00","1997-03-18","1997","1997-02-27",2,"$53.30","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$39.40",35,"0","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"396.8","M","VICTE","Victuailles en stock","France","$1,000.00",10450,"1997-02-19 00:00:00","1997-03-19","1997","1997-03-11",2,"$7.23","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","$24.80",20,"0.2","Ikura",4,8,"12 - 200 ml jars","$31.00",23,0,0,0
"28.32","L","VICTE","Victuailles en stock","France","$1,000.00",10450,"1997-02-19 00:00:00","1997-03-19","1997","1997-03-11",2,"$7.23","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","$5.90",6,"0.2","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"2073.6","H","QUICK","QUICK-Stop","Germany","$1,000.00",10451,"1997-02-19 00:00:00","1997-03-05","1997","1997-03-12",3,"$189.09","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$19.20",120,"0.1","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"837.9","M","QUICK","QUICK-Stop","Germany","$1,000.00",10451,"1997-02-19 00:00:00","1997-03-05","1997","1997-03-12",3,"$189.09","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$26.60",35,"0.1","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"423.36","M","QUICK","QUICK-Stop","Germany","$1,000.00",10451,"1997-02-19 00:00:00","1997-03-05","1997","1997-03-12",3,"$189.09","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$16.80",28,"0.1","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"514.8","M","QUICK","QUICK-Stop","Germany","$1,000.00",10451,"1997-02-19 00:00:00","1997-03-05","1997","1997-03-12",3,"$189.09","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$10.40",55,"0.1","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"546","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10452,"1997-02-20 00:00:00","1997-03-20","1997","1997-02-26",1,"$140.26","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$36.40",15,"0","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
